       0            0   -7912.2666    1.3420473            0 
      50            4   -7923.7189    1.3625219    141.34237 
     100            3   -7921.1317    1.3574033    76.852569 
     150            3   -7922.6295    1.3574033    70.046754 
     200            4   -7927.3528    1.3625219    75.411294 
     250            6   -7932.7825    1.3727593    61.873455 
     300            7   -7936.2548     1.377878    102.70847 
     350            8   -7935.1519    1.3829966    122.41205 
     400            6   -7933.6742    1.3727593    89.413866 
     450            5   -7929.3982    1.3676406    109.69059 
     500            2   -7918.4085    1.3522846    53.404244 
     550            7    -7933.335     1.377878    85.772262 
     600            6   -7933.0806    1.3727593    114.24292 
     650            8   -7939.0383    1.3829966    96.327547 
     700           10   -7945.1195     1.393234    98.442231 
     750           11   -7951.5852    1.3983526    83.936147 
     800           10    -7947.138     1.393234    87.571641 
     850           11   -7953.1286    1.3983526    87.311877 
     900           13   -7958.5829      1.40859    95.258958 
     950           15   -7962.6635    1.4188273    108.24872 
    1000           12   -7954.2038    1.4034713    76.788205 
    1050           10    -7946.229     1.393234    71.957504 
    1100            8   -7937.1936    1.3829966    68.052566 
    1150            9   -7941.6215    1.3881153    82.597334 
    1200            9   -7942.4853    1.3881153    68.095981 
    1250            9   -7943.4362    1.3881153    63.245139 
    1300           11   -7951.9572    1.3983526     55.38109 
    1350           11   -7950.4827    1.3983526    62.140676 
    1400           11   -7951.8743    1.3983526     78.46356 
    1450           10   -7947.5951     1.393234    77.019817 
    1500           10   -7943.4716     1.393234    77.019817 
    1550           10   -7945.3969     1.393234    90.695342 
    1600           10   -7945.5866     1.393234    111.77224 
    1650           10   -7947.5432     1.393234    88.997338 
    1700            7   -7937.5406     1.377878    97.813621 
    1750            9   -7943.1065    1.3881153    63.494734 
    1800            9   -7941.6881    1.3881153    71.979994 
    1850           10   -7947.3811     1.393234    71.469303 
    1900            9    -7942.766    1.3881153    65.732715 
    1950            8    -7939.255    1.3829966    59.194291 
    2000            9   -7942.9864    1.3881153    86.119523 
    2050           12   -7950.2988    1.4034713    90.564439 
    2100            8   -7936.3417    1.3829966    88.362987 
    2150            5    -7929.533    1.3676406    73.450961 
    2200            8   -7938.8883    1.3829966    102.87203 
    2250            8   -7938.6491    1.3829966    96.808302 
    2300            9   -7941.7999    1.3881153    89.605384 
    2350            9   -7940.3998    1.3881153    82.168405 
    2400            8   -7939.4951    1.3829966    72.755392 
    2450           10   -7943.0917     1.393234    68.031879 
    2500           10    -7943.354     1.393234    64.293625 
    2550           10   -7943.7443     1.393234    88.102619 
    2600            9   -7939.3109    1.3881153    107.61257 
    2650            7   -7935.1002     1.377878     143.1447 
    2700            8   -7939.7321    1.3829966     115.4807 
    2750           11   -7948.3769    1.3983526    130.38184 
    2800           11   -7949.2057    1.3983526    132.64916 
    2850            9   -7942.5197    1.3881153    143.46335 
    2900           10   -7945.2163     1.393234    104.96296 
    2950            9   -7945.3549    1.3881153    89.610042 
    3000           10   -7948.1468     1.393234    82.725629 
    3050            9    -7943.725    1.3881153    56.549869 
    3100           11   -7949.4487    1.3983526     91.93624 
    3150           10   -7948.3637     1.393234    85.260038 
    3200           13   -7956.2855      1.40859    104.89789 
    3250           12   -7954.4617    1.4034713    81.145337 
    3300           12   -7952.1649    1.4034713    96.638527 
    3350           12   -7951.8865    1.4034713    82.285185 
    3400           10   -7948.2616     1.393234    64.329682 
    3450           13   -7954.6608      1.40859    52.387043 
    3500           12    -7952.965    1.4034713    57.097521 
    3550           10   -7945.5876     1.393234    48.950396 
    3600           10   -7946.3887     1.393234    50.571763 
    3650            8   -7937.0408    1.3829966    51.003122 
    3700            6    -7930.909    1.3727593    56.862903 
    3750            6   -7931.8269    1.3727593    90.830984 
    3800            9   -7941.8699    1.3881153    99.628854 
    3850            8   -7940.0233    1.3829966    86.935217 
    3900            8   -7936.8498    1.3829966    105.87753 
    3950            8   -7938.1893    1.3829966    111.43672 
    4000            5   -7928.6486    1.3676406    162.42788 
    4050            4   -7924.9299    1.3625219    90.981992 
    4100            5   -7926.8698    1.3676406    61.661834 
    4150            2   -7918.4338    1.3522846    43.179078 
    4200            2   -7918.6339    1.3522846    74.200292 
    4250            4    -7924.112    1.3625219     69.22271 
    4300            4   -7924.2612    1.3625219    80.491839 
    4350            5   -7926.5536    1.3676406    85.041831 
    4400            7   -7932.5925     1.377878    86.442054 
    4450            8   -7935.8743    1.3829966    85.770829 
    4500            6    -7930.567    1.3727593    133.60066 
    4550            4   -7924.8961    1.3625219    146.05278 
    4600            6   -7928.5585    1.3727593    120.30601 
    4650            5   -7927.6392    1.3676406    139.09527 
    4700            4   -7923.4321    1.3625219    128.10454 
    4750            3   -7920.7144    1.3574033    81.281545 
    4800            2    -7916.756    1.3522846    113.63096 
    4850            4   -7924.2903    1.3625219    241.64524 
    4900            4   -7923.3738    1.3625219    227.28958 
    4950            5    -7924.986    1.3676406    168.38861 
    5000            4   -7925.8321    1.3625219    99.215715 
